Number,Last Updated,SEC Number,Topics,Context
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","encouraged to provide the required information in one location.  However, alternative presentation, such as inclusion of all or part of the information in Management’ s Discussion and Analysis, may be used at the discretion of the registrant.  If information is disclosed in more than one location, registrants should provide cross-references to the locations of the related disclosures."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","Regulation S-X (17 CFR 210), discussion and analysis shall be provided so as to enable the reader to assess the sources and e ﬀ ects of material changes in information that would be provided under Item 11 of Form 20-F from the "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","the Securities Exchange Act of 1934 (15 U.S.C. 78u-5) (“statutory safe harbors”) shall apply, with respect to all types of issuers and transactions, to information provided pursuant to paragraphs (a), (b), and (c) of this Item 11, provided that the disclosure is made by an issuer; a person acting on behalf of the issuer; an outside reviewer retained by the issuer making a statement on behalf of the issuer; or an underwriter, with respect to information provided by the issuer or information derived from information provided by the issuer."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","forward looking statements for purposes of the statutory safe harbors, except for historical facts such as the terms of particular contracts and the number of market risk sensitive instruments held during or at the end of the reporting period; and38(ii) With respect to paragraph (a) of this Item 11, the meaningful cautionary statements prong of the statutory "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","Columbia,any territory of the United States, Puerto Rico, Guam, American Samoa, or the Virgin Islands, which both accepts demand deposits or deposits that the depositor may withdraw by check or similar means for payment to third parties or others and is engaged in the business of making commercial loans."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International",    19x2 19x3 19x4 19x5 19x6 after Total Value    Liabilities         (US$ Equivalent in millions)     Long-term Debt Fixed Rate ($US)  $XXX $XXX $XXX $XXX $XXX $XXX $XXX $XXX    Average interest rate X.X% X.X% X.X% X.X% X.X% X.X% X.X%            Fixed Rate (DM)  XXX XXX XXX XXX XXX XXX XXX XXX    Average interest rate X.X% X.X% X.X% X.X% X.X% X.X% X.X% 
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","You do not need to describe provisions permitting the release of assets upon the deposit of equivalent funds or the pledge of equivalent property, the release of property no longer required in the business, obsolete property or property taken by eminent domain, the application of insurance monies, and similar provisions."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","rights of any other authorized class of securities, provide enough information about the other class of securities so investors will understand the rights evidenced by the securities you are registering. You do not need to provide information about the other class of securities if all of it will be retired, as long as you have taken appropriate steps to ensure that retirement will be completed on or before the time you deliver the securities you are registering."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","Code (26 U.S.C. 1232), including cases where the debt security is being sold in a package with another security and the allocation of the o ﬀ ering price between the two securities may have the e ﬀ ect of oﬀ ering the debt "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","13. Any law or decree determining the extent to which the securities may be serviced.14. The consequences of any failure to pay principal, interest, or any sinking or amortization installment.15. If the securities are guaranteed, the name of the guarantor and a brief outline of the contract of guarantee."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International",1. The amount of securities called for by the warrants or rights. 2. The period during and the price at which the warrants or rights are exercisable.3. The amount of warrants or rights outstanding.4. Provisions for changes or adjustments in the exercise price.5. Any other material terms of the warrants or rights.
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","(d) the procedures for transmitting notices, reports and proxy soliciting material;(e) the sale or exercise of rights;(f) the deposit or sale of securities resulting from dividends, splits or plans of reorganization;(g) amendment, extension or termination of the deposit arrangements;(h) the rights that holders of American depositary receipts have to inspect the books of the depositary and "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","or indirectly. Indicate the type of service, the amount of the fees or charges and to whom the fees or charges are paid. In particular, provide information about any fees or charges in connection with (a) depositing or substituting the underlying shares; (b) receiving or distributing dividends; (c) selling or exercising rights; "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","subsidiaries, and if the amount of the indebtedness exceeds 5% of your total assets on a consolidated basis, identify the indebtedness and state the nature of the default. If the default falls under paragraph A.1 above, state the amount of the default and the total arrearage on the date you ﬁ le this report."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","1. any class of your preferred stock which is registered or ranks prior to any class of registered securities, or2. any class of preferred stock of your signi ﬁ cant subsidiaries, state the title of the class and the nature of the "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","pursuant to sections 13(a) and 15 (d) of the Exchange Act. In subsequent Form 20-F annual reports, you only need to provide the information required by paragraphs E.2 through E.4 if that information has changed since the last Form 20-F annual report you ﬁ led."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","may be converted without additional payment to the issuer) the following information, provided for both the account of the issuer and the account(s) of any selling shareholder(s): the amount registered, the aggregate price of the o ﬀ ering amount registered, the amount sold and the aggregate o ﬀ ering price "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International",facilities; purchase and installation of machinery and equipment; purchases of real estate; acquisition of other business(es); repayment of indebtedness; working capital; temporary investments (which should be speci ﬁ ed); and any other purposes for which at least 5% of the issuer’s total o ﬀ ering proceeds or 
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","(c)  Attestation report of the registered public accounting ﬁ rm. If an issuer is an accelerated ﬁ ler or a large accelerated 48ﬁ ler (as de ﬁ ned in §240.12b-2 of this chapter), other  than an emerging growth company (as de ﬁ ned in §240.12b-2 of "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International",audit committee member independence of a national securities exchange registered pursuant to section 6(a) of the Exchange Act (15 U.S.C. 78f(a)) or a national securities association registered pursuant to section 15A(a) of the Exchange Act (15 U.S.C. 78o-3(a)) that has been approved by the Commission (as such de ﬁ nition may 
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","does not impose on such person any duties, obligations or liability that are greater than the duties, obligations and liability imposed on such person as a member of the audit committee and board of directors in the absence of such designation or identi ﬁ cation."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International"," means  the issuer’ s board of auditors (or similar body) or statutory auditors, as applicable. Also, in the case of a      foreign private issuer, the term generally accepted accounting principles in paragraph (b)(1) of this Item means              the body of generally accepted accounting principles used by that issuer in its primary ﬁ nancial statements ﬁ led with   "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International"," 3.    If a registrant elects to satisfy paragraph (c) of this Item by posting its code of ethics on its website51  pursuant to paragraph (c)(2), the code of ethics must remain accessible on its website for as long as the registrant  "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","to provide disclosure in this manner. If the registrant elects to disclose the information required by paragraphs (d) and (e) through its website, such information must remain available on the website for at least a 12-month period. Following the 12-month period, the registrant must retain the information for a period of not less than ﬁ ve years. "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","  (i) The date each plan or program was announced;  (ii) The dollar amount (or share or unit amount) approved;  (iii) The expiration date (if any) of each plan or program;  (iv) Each plan or program that has expired during the period covered by the tables in Form F-SRs; and  (v) Each plan or program the issuer has determined to terminate prior to expiration, or under which the issuer does not intend to make further purchases."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","         (iii) State whether the decision to change accountants was recommended or approved by:     (A) Any audit or similar committee of the board of directors, if the issuer has such a committee; or                         (B) The board of directors, if the issuer has no such committee. "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","procedure, which disagreement(s), if not resolved to the satisfaction of the former accountant, would have caused it to make reference to the subject matter of the disagreement(s) in connection with its report. The disagreements required to be reported in response to this Item include both those resolved to the former accountant’s satisfaction and those not resolved to the former accountant’s satisfaction. Disagreements contemplated by this Item are those that occur at the decision-making level, i.e., between personnel of the registrant responsible for presentation of its ﬁ nancial statements and personnel of the accounting ﬁ rm "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","resolved to the satisfaction of the former accountant) would have caused it to make reference to the subject matter of the disagreement in connection with its report. It is not necessary for there to have been an argument to have had a disagreement, merely a di ﬀ erence of opinion. For purposes of this Item, however, the term “disagreements” does not include initial di ﬀ erences "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","below for the time period covered by the annual report. In an appropriately captioned section of the annual report, provide a statement that the information concerning mine safety violations or other regulatory matters required by Section 1503(a) of the Dodd-Frank Wall Street Reform and Consumer Protection Act and this Item is included in a speci ﬁ ed exhibit to the annual "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","The registrant must report the total number of legal actions that were pending before the Federal Mine Safety and Health Review Commission as of the last day of the time period covered by the report, as well as the aggregate number of legal actions  "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","instituted and the aggregate number of legal actions resolved during the reporting period. With respect to the total number of legal actions that were pending before the Federal Mine Safety and Health Review Commission as of the last day of the time 57period covered by the report, the registrant must also report the number of such legal actions that are (a) contests of citatio ns "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","and orders referenced in Subpart B of 29 CFR Part 2700; (b) contests of proposed penalties referenced in Subpart C of 29 CFR Part 2700; (c) complaints for compensation referenced in Subpart D of 29 CFR Part 2700; (d) complaints of discharge, discrimination or interference referenced in Subpart E of 29 CFR Part 2700; (e) applications for temporary relief referenced in  "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International"," 2. The exhibit described in this Item must meet the requirements under Instruction 19 as to Exhibits of this Form.  3. For purposes of this Item:    a. The term coal or other mine means a coal or other mine, as de ﬁ ned in section 3 of the Federal Mine Safety and "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International",jurisdiction and that the Public Company Accounting Oversight Board has determined it is unable to inspect or investigate completely because of a position taken by an authority in the foreign jurisdiction must electronically submit to the Commission on a supplemental basis documentation that establishes that the registrant is not owned or controlled by a governmental entity in the foreign jurisdiction. The registrant must submit this documentation on or before the due date for this form. A registrant that is owned or controlled by a foreign governmental entity is not required to submit such documentation.
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","agement system or processes;   (ii) Whether the registrant engages assessors, consultants, auditors, or other third parties in connec-tion with any such processes; and   (iii) Whether the registrant has processes to oversee and identify such risks from cybersecurity threats associated with its use of any third-party service provider."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","paragraph (c) of this Item, the term “board of directors” means the supervisory or nonmanagement board. In the case of a for-eign private issuer meeting the requirements of §240.10A-3(c)(3) of this chapter, for purposes of paragraph (c) of this Item, t he "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","to be furnished if the registration statement were on Form 10 or the annual report on Form 10-K. Schedules designated by §§ 210.12-04, 210.12-09, 210.12-15, 210.12-16, 210.12-17, 210.12-18, 210.12-28, and 210.12-29 of this chapter shall be furnished if applicable to the registrant."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","according to a comprehensive body of accounting principles other than those generally accepted in the United States or IFRS as issued by the IASB if the following are disclosed:  (1)An indication, in the accountant’s report or in a reasonably prominent headnote before the ﬁ  nancial state-"
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","   (i) For each year and any interim periods for which an income statement is presented, net income shall be reconciled in a tabular format, substantially similar to the one shown below, on the face of the income statement or i n a "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","tions may be combined on the face of the income statement if shown separately in a note. However, reconciliation of net income of the earliest of the three years may be omitted if that information has not previously been included in a ﬁ ling made under the "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","amount of a line item appearing in a balance sheet and the amount determined using U.S. generally accepted accounting prin-ciples and Regulation S-X. Such amounts may be shown in parentheses, in columns, as a reconciliation of the equity section, as a restated balance sheet, or in any similar format that clearly presents the di ﬀ erences in the amounts."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","generally accepted accounting principles in the United States or with International Accounting Standard No. 7, as amended in October 1992; or furnish in a note to the ﬁ  nancial statements a quanti ﬁ ed description of the material di ﬀ erences between cash "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International",prepared in accordance with accounting principles generally accepted in the United States.   (iv)(A) Issuers that prepare their ﬁ nancial statements on a basis of accounting other than U.S. gener-61ally accepted accounting principles in a reporting currency that comprehensively includes the e ﬀ ects of price level changes in 
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","Changes in Foreign Exchange Rates,” as amended in 1993, using the historical cost/constant currency approach, may omit the disclosures speci ﬁ ed by paragraphs (c)(2)(i), (c)(2)(ii), and (c)(2)(iii) of this Item relating to the e ﬀ ects of the di ﬀ erent method "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","cepted accounting principles that are furnished for a business acquired or to be acquired pursuant to §210.305 of this chapter may omit the disclosures speci ﬁ ed by paragraphs (c)(2)(i), (c)(2)(ii) and (c)(2)(iii) of this Item if the conditions speci ﬁ ed in the "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International",language document in accordance with Exchange Act Rule 12b-12(d) (17 CFR 240.12b-12(d)) for both electronic and paper ﬁ lings. You may submit a copy of the unabridged foreign language document along with the English translation or summary as 63permitted by Regulation S-T Rule 306(b) (17 CFR 232.306(b)) for electronic ﬁ lings or by Exchange Act Rule 12b-12(d)(4) (17 
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","should be numbered in sequence, and the exhibit index should give the page number in the sequential numbering system where each exhibit can be found.  Schedules (or similar attachments) to the exhibits required by this Form 20-F are not required to be ﬁ led unless they "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","mation would constitute a clearly unwarranted invasion of personal privacy (e.g., disclosure of bank account numbers, social security numbers, home addresses and similar information). The registrant is not required to undertake or provide to the Com-mission upon request a materiality or competitive harm analysis of this redacted information.  1.The articles of incorporation or association and bylaws, or comparable instruments, as currently in e ﬀ ect and any "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","  (ii)Any instrument relating to a class of securities if, on or before the date you deliver the securities being registered, you take appropriate steps to assure that class of securities will be redeemed or retired; or  (iii) Copies of instruments evidencing script certi ﬁ cates for fractions of shares."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","12.A, 12.B, 12.C, and 12.D.1 and 12.D.2 of Form 20-F (collectively, the “Description of Securities”). However, for purposes of this paragraph 2(d), all references in those Items to securities to be or being registered, o ﬀ ered or sold will mean securities that "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","subject to the reporting requirements of Section 13(a) or 15(d) of the Exchange Act, whether or not such registrant has ever previously been subject to the reporting requirements of Section 13(a) or 15(d), (ii) any registrant that has not ﬁ led an annual "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","a Form 20-F since the completion of such transaction. For example, newly reporting registrants would include (i) a registrant that is ﬁ ling its ﬁ rst registration statement under the Securities Act or the Exchange Act, and (ii) a registrant that was a public "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","a determinable market price and the assets are purchased or sold at that price;  (ii)Any contract upon which your business is substantially dependent. Examples of these types of contracts might be (a) continuing contracts to sell the major part of your products or services or to purchase the major part of your re-quirement of goods, services or raw materials, or (b) any franchise or license or other agreement to use a patent, formula, tra de "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","tors or members of your administrative, supervisory or management bodies participate to be material. File these management contracts or compensatory plans, contracts or arrangements unless they fall into one of the following categories:  (i)Ordinary purchase and sale agency agreements;  (ii)Agreements with managers of stores in a chain or similar organization;  (iii) Contracts providing for labor or salesmen’s bonuses or for payments to a class of security holders in their65capacity as security holders;"
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","Regulation S-X as of the end of the year covered by the report. You may omit the names of multiple wholly owned subsidiar-ies carrying on the same line of business, such as chain stores or service stations, if you give the name of the immediate pare nt "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","Note: The exhibit requirement in paragraph (10) applies only to an annual report, and not to a registration statement, on Form 20-F. The Commission will consider the attachment of any Rule 104 notice as an exhibit to a timely ﬁ led Form 20-F annual "
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","I, [identify the certifying individual], certify that: 1.I have reviewed this annual report on Form 20-F of [identify company];  2.Based on my knowledge, this report does not contain any untrue statement of a material fact or omit to state a mate-rial fact necessary to make the statements made, in light of the circumstances under which such statements were made, not misleading with respect to the period covered by this report;"
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International","16. The mine safety disclosure required by Item 16H. A registrant that is the operator, or that has a subsidiary that is an operator, of a coal or other mine must provide the 67information speci ﬁ ed in Item 16H in an exhibit to its annual report on Form 20-F."
20-F,Sept. 2021,SEC1852,"Securities Exchange Act of 1934, Public Companies, International",exchange registered pursuant to section 6 of the Exchange Act (15 U.S.C. 78f) or a national securities association registered pursuant to section 15A of the Exchange Act (15 U.S.C. 78o-3) must ﬁ le as an exhibit to its annual report on Form 20-F the 
24F-2,Jan. 2022,SEC2393,"Investment Company Act of 1940, Investment Companies",aggregate net sales of the series having the same fiscal year end. An issuer choosing to calculate registration fees on a class- by-class or series- by-series basis should make a single filing consisting of a separate Form 24F- 2 for each class or 
25,March 2006,SEC1654,"Public Companies, Self-Regulatory Organizations",3. The Form 25 and any attachments must be filed electronically on the EDGAR database. 4. The removal of the class of securities from listing on the exchange shall be effective 10 days after filing the Form 25. Wit h respect to 
25,March 2006,SEC1654,"Public Companies, Self-Regulatory Organizations",exchange upon the effective date of delisting even though the withdrawal of registration is effective at a later time. 7. The issuer’s duty to file any reports under Section 13(a) of the Exchange Act and the rules and regulations thereunder as a result of 
25,March 2006,SEC1654,"Public Companies, Self-Regulatory Organizations","9. An issuer whose reporting responsibilities under Section 13(a) of the Exchange Act are suspended under Rule 12d2-2(d)(5) is, nevertheless, required to file any reports that would be required under Section 15(d) of the Exchange Act but for the fact that  the "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","mary purpose of disclosing the holdings of directors, officers, and beneficial owners of registered com-panies. Information disclosed will be a matter of public record and available for inspection by members of the public. The Commission can use it in investigations or litigation involving the federal securities laws or other civil, criminal, or regulatory statutes or provisions, as well as for referral to other govern-mental authorities and self-regulatory organizations. Failure to disclose required information may result in civil or criminal action against persons involved for violations of the federal securities laws and rules. "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","filing person that has obtained a hardship exception under Regulation S-T Rule 202 (17 CFR 232.202) may file the Form in paper. For assistance with technical questions about EDGAR or to request an access code, call the EDGAR Filer Support Office at (202) 942-8900. For assistance with questions about the EDGAR rules, call the Office of EDGAR and Information Analysis at (202) 942-2940. "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors",(iii) Persons reporting pursuant to Section 30(h) of the Investment Company Act of 1940 shall include information as to their beneficial ownership of any class of securities (equity or debt) of the registered closed-end investment company (other than “short-term paper” as defined in Section 2(a)(38) of the Investment Company Act). 
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","deemed to be the beneficial owner of securities if that person has or shares the opportunity, directly or indirectly, to profit or share in any profit derived from a transaction in the securities (“pecuniary interest”). See Rule 16a-1(a)(2). See also Rule 16 a-8 "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","directly are those held in the reporting person’s name or in the name of a bank, broker or nominee for the account of the reporting person. In addition, securities held as joint tenants, tenants in common, tenants by the entirety, or as community property are to be reported as held directly. If a person has a pecuniary interest, by reason of any contract, understanding or relationship (including a family relationship or arrangement) in securities held in the name of another person, that person is an "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","entity, report the number of securities representing the reporting person’s proportionate interest in securities beneficially owned by that entity. Alternatively, at the option of the reporting person, the entire amount of the entity’s interest may be reported. See Rule 16a-1(a)(2)(ii)(B) and Rule 16a-1(a)(2)(iii). "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","insufficient, attach a signature page. If this Form is being filed in paper, submit any attached listing of names or signatures on another Form 3, copy of Form 3 or separate page of 8 ½ by 11 inch white paper, indicate the number of pages comprising the report (Form plus attachments) at the bottom of each report page ( e.g., 1 of 3, 2 of 3, 3 of 3), and include the name of the "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","be shown separately in the appropriate columns in Table II. The “puts” and “calls” reported in Table II include, in addition to separate puts and calls, any combination of the two, such as spreads and straddles. In reporting an option in Table II, state whether it represents a right to buy, a right to sell, an obligation to buy, or an obligation to sell the equity securities subject to the option. "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","attach another Form 3, copy of Form 3 or separate 8 ½ by 11 inch white paper to Form 3, completed as appropriate to include the additional comments. Each attached page must include information required in Items 1, 2 and 3 of the Form. The number of pages comprising the report (Form plus attachments) shall be indicated at the bottom of each report page ( e.g., 1 of 3, 2 of 3, 3 "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","any power of attorney and the number “99” for any other exhibit. If there is more than one of either such exhibit, then use numerical subparts. If the exhibit is being filed as a confirming electronic copy under Regulation S-T Rule 202(d) (17 CFR 232.202(d)), then place the designation “CE” (confirming exhibit) next to the name of the exhibit in the exhibit list. If the e xhibit "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","person to sign the Form shall be confirmed to the Commission in writing in an attachment to the Form or as soon as practicable in an amendment by the individual for whom the Form is filed, unless such a confirmation still in effect is on file with the Commission. The confirming statement need only indicate that the reporting person authorizes and designates the named person or persons to file the Form on the reporting person’s behalf, and state the duration of the authorization. "
3,May 2019,SEC1472,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","were disclosed in Table I or Table II of the Form being amended, provide the complete line or lines being amended, as amended, together with one or more footnotes, as necessary, to explain the amendment of the line or lines. Do not repeat lines of ownership information that were disclosed in the original Form and are not being amended. "
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","cation number of the reporting person if such person is an entity, which is voluntary. If such numbers are furnished, they will assist the Commission in distinguishing reporting persons with similar names and will facilitate the prompt processing of the Form. The information will be used for the primary purpose of dis-closing the transactions and holdings of directors, o ﬃ  cers, and bene ﬁ cial owners of registered companies. "
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","Information disclosed will be a matter of public record and available for inspection by members of the public. The Commission can use it in investigations or litigation involving the federal securities laws or other civil, criminal, or regulatory statutes or provisions, as well as for referral to other governmental authorities and self-regulatory organizations. Failure to disclose required information may result in civil or criminal action against persons involved for violations of the Federal securities laws and rules."
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors",the nature of  the transaction resulting in an  acquisition or disposition of a security.   A  deemed execution date must be reported in Column 2A of Table I or Column 3A of Table II only if the execution date for  the transaction is calculated pursuant to §240.16a-3(g)(2) or §240.16a-3(g)(3).
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","those held in the reporting person’s name or in the name of a bank, broker or nominee for the account of the reporting person. In addition, securities held as joint tenants, tenants in common, tenants by the entirety, or as community property are to be reported as held directly. If a person has a pecuniary interest, by reason of any contract, understanding or relationship (including a family relationship or arrangement), in securities held in the name of another person, that person is an indirect bene ﬁ cial owner of the securities. See Rule 16a-1(a)(2)(ii) for certain indirect bene ﬁ cial ownerships."
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","corporation, trust, or other entity, report the number of securities representing the reporting person’s proportionate interest in transactions conducted by that entity or holdings of that entity. Alternatively, at the option of the reporting person, the entire amount of the entity’s interest may be reported. See Rule 16a-1(a)(2)(ii)(B) and Rule 16a-1(a)(2)"
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","Joint and group ﬁ lings must include all required information for each bene ﬁ  cial owner, and such ﬁ lings must be signed 4by each bene ﬁ cial owner, or on behalf of such owner by an authorized person.    If the space provided for signatures "
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","of Form 4 or separate page of 8 1/2 by 11 inch white paper, indicate the number of pages compris ing the report (Form plus attachments) at the bottom of each report page ( e.g., 1 of 3, 2 of 3, 3 of 3), and include the name of the designated "
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","rights or obligations to buy or sell securities) in Table II. Report the exercise or conversion of a derivative security in Table II (as a disposition of the derivative security) and report in Table I the holdings of the underlying security. Report acquisitions or dispositions and holdings of derivative securities that are both equity securities and convertible or exchangeable for other equity securities ( e.g., convertible preferred securities) only in Table II."
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","separately in the appropriate columns in Table II. The “puts” and “calls” reported in Table II include, in addition to separate puts and calls, any combination of the two, such as spreads and straddles. In reporting an option in Table II, state whether it represents a right to buy, a right to sell, an obligation to buy, or an obligation to sell the equity securiti es "
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","conversion price, date exercisable, expiration date, and  the title and amount of  securities underlying    the derivative security. If the transaction reported is a purchase or a sale of a derivative security, the purchase or sale price of that derivative security shall be reported in column 8. If the transaction is the exercise or conversion of a derivative security, leave column 8 blank and report the exercise or conversion price of the derivative security in column 2."
4,May 2019,SEC1475,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","non-derivative  security  component  and  a  derivative  security  component,  the  non-derivative security  component  shall be reported  in Table I and  the derivative security component shall be reported  in Table II).  The relationship between individual  securities  comprising the unit shall be indicated  in  the space provided  for  explanation of responses.  When securities are purchased or  sold as a unit, state the purchase or sale price per unit and other required information regarding the unit securities."
40-F,May 2021,SEC2285,"Securities Exchange Act of 1934, Public Companies, International","(2)  Disclose, under the caption Audit-Related Fees, the aggregate fees billed in each of the last two fiscal years for assurance 10and related services by the principal accountant that are reasonably related to the performance of the audit or review of the "
40-F,May 2021,SEC2285,"Securities Exchange Act of 1934, Public Companies, International"," (a) For each coal or other mine of which the registrant or a subsidiary of the registrant is an operator, identify the mine and disclose:12  (i) The total number of violations of mandatory health or safety standards that could significantly and substantially contribute "
5,May 2019,SEC2270,"Directors, Officers, Securities Exchange Act of 1934, Significant Shareholders, Investors","number of the reporting person if such person is an entity, which is voluntary. If such numbers are furnished, they will assist the Commission in distinguishing reporting persons with similar names and will facilitate the prompt processing of the Form. The information will be used for the primary purpose of disclosing the transactions and holdings of directors, o ﬃ  cers, and bene ﬁ cial owners of registered companies. Information "
